အမျိုးအစား,ကြုံရတဲ့အကြောင်းအရာ,အခွင့်အရေးရနိုင်တဲ့ဥပဒေတွေ,ကိုယ့်အခွင့်အရေးကိုယ်သိပါ,အခွင့်အရေးချိုးဖောက်တဲ့လက္ခဏာရပ်တွေ,ကိုယ့်ကိုယ်ကိုကူနိုင်မယ့်နည်းလမ်းတွေ,ကိုးကားတဲ့ဥပဒေ,မှတ်ချက်
အထောက်ထားတွေနဲ့ ခရီးသွားလာခြင်း,တရားဝင်စတင်လုပ်ကိုင်ပါ,"နိုင်ငံခြားသားတွေ ထိုင်းနိုင်ငံကို ဝင်ရောက်တာ၊ ထွက်ခွာတာ၊ နေထိုင်တာတွေကို ကြီးကြပ်စီမံတဲ့ဥပဒေက လူဝင်မှုကြီးကြပ်ရေးအက်ဥပဒေ ထိုင်းနှစ် ၂၅၂၂(၁၉၇၉) ဖြစ်ပါတယ်။ ဒီဥပဒေကို အရင်ကတည်းကသုံးခဲ့ကြတဲ့ ဥပဒေဟောင်းကို ခေတ်နဲ့ညီအောင်၊ နိုင်ငံခြားသားအဝင်ထွက်များတဲ့ အခုလက်ရှိအခြေအနေနဲ့ ကိုက်ညီအောင်ပြင်ဆင်ရေးဆွဲထားတာ ဖြစ်ပါတယ်။ ဥပဒေရဲ့အဓိကရည်ရွယ်ချက်က နိုင်ငံတော်လုံခြုံရေးနဲ့ ပြည်သူလူထုအေးချမ်းသာယာမှု ကို ထိန်းသိမ်းဖို့ ဖြစ်ပါတယ်။ 
ဒီဥပဒေမှာ နိုင်ငံထဲကိုဝင်လာမယ့်လူတွေမှာရှိရမယ့် အရည်ချင်း၊ လိုက်နာရမယ့်တားမြစ်ချက်၊ အဝင်ထွက်စောင့်ကြည့်မှုနဲ့ ဥပဒေချိုးဖောက်ရင် ကျခံရမယ့်ပြစ်ဒဏ်တွေ စသဖြင့် အလုံးစုံးလွှမ်းခြုံပါဝင်ပါတယ်။ ပြည်ထဲရေးဝန်ကြီးက ဥပဒေကို ဦးဆောင်အကောင်ထည်ဖော်ဖို့ တာဝန်ရှိပါတယ်။ လူဝင်မှုကြီးကြပ်စီစစ်ရေးကော်မတီက ယာယီနေခွင့်ပြုတာ ဒါမှမဟုတ် နေထိုင်ခွင့် ရုတ်သိမ်းတာစတဲ့ ဥပဒေပါတာဝန်တွေကိုထမ်းဆောင်ပါတယ်။ လူဝင်မှုကြီးကြပ်ရေးရုံး(‌သောမောရုံး) က ဒီဥပဒေကို လက်တွေ့ကျင့်သုံးဖော်ဆောင်ရတဲ့ အဓိကဌာနဖြစ်ပါတယ်။","• ယာယီနေထိုင်ခွင့်အတွက် ခွင့်ပြုချက်တောင်းခံခြင်း
◦ နိုင်ငံခြားသားတွေကို ဝင်ရောက်ရာရည်ရွယ်ချက်အလိုက် သတ်မှတ်ထားတဲ့အတိုင်း ထိုင်းနိုင်ငံမှာ ယာယီနေထိုင်ခွင့် ရနိုင်ပါတယ်။ ဥပမာ - သံခင်းတမန်ခင်း၊ အစိုးရတာဝန်၊ ခရီးသွားလာရေး၊ အားကစား၊ စီးပွားရေး၊ ရင်းနှီးမြှုပ်နှံမှု၊ ပညာရေး ဒါမှမဟုတ် သတင်းမီဒီယာတာဝန်တွေ။
◦ နေထိုင်ခွင့်ပြုတဲ့ကာလကို ဝင်ရောက်လာတဲ့ရည်ရွယ်ချက်အပေါ် မူတည်သတ်မှတ်ပါတယ်။ 
• အလုပ်လုပ်ကိုင်ခွင့် 
◦ ထိုင်းမှာယာယီနေထိုင်ခွင့်ရပေမဲ့ ညွှန်ကြားရေးမှူးချုပ် ဒါမှမဟုတ် တာဝန်ရှိသူ တစ်ယောက်ယောက်ရဲ့ ခွင့်ပြုချက်မရှိဘဲ သက်မွေးဝမ်းကျောင်းအလုပ်၊ အခကြေးငွေယူပြီးလုပ်တဲ့ ဘယ်အလုပ်မှ လုပ်ကိုင်ခွင့်မရှိပါဘူး။ 
◦ အလုပ်လုပ်ခွင့်ရှိခဲ့ရင်လည်း နိုင်ငံခြားသားအလုပ်သမားဥပဒေဆိုင်ရာ သတ်မှတ်ချက်တွေနဲ့ ကိုက်ညီရပါမယ်။ 
• အယူခံဝင်ခွင့်
◦ တကယ်လို့ ထိုင်းမှာ အမြဲတမ်းနေထိုင်ခွင့်လျှောက်လွှာ အငြင်းခံရလို့ရှိရင် ဒါမှမဟုတ် ယာယီနေထိုင်ခွင့်ရုတ်သိမ်းခံရရင် လူဝင်မှုကြီးကြပ်ရေးကော်မတီမှာ အယူခံဝင်ခွင့်ရှိပါတယ်။
◦ တကယ်လို့ ပြည်နှင်ဒဏ်ပေးခံရရင် အဲ့ဒီအမိန့်ကိုဝန်ကြီးဆီမှာ အယူခံဝင်ခွင့်ရှိပါတယ်။
• ထိန်းသိမ်းခံရချိန် သို့မဟုတ် အချုပ်ကျနေချိန်မှာ ရမယ့်အခွင့်အရေး
◦ နိုင်ငံထဲကိုဝင်ခွင့်မရှိတဲ့အချက်တွေရှိနေတာ ဒါမှမဟုတ် ခွင့်ပြုချက်မဲ့ဝင်လာတဲ့အခါ တာဝန်ရှိသူတွေက လျှောက်လွှာတင်ခိုင်းပြီးရင် အမိန့်ချမယ့် ရက်ချိန်းနဲ့ နေရာသတ်မှတ်ပြီး ယာယီနေထိုင်ခွင့်ပေးနိုင်ပါတယ်။
◦ တာဝန်ရှိသူတွေအနေနဲ့ နိုင်ငံခြားသားကို သတ်မှတ်ထားတာထက်ပိုပြီး ထိန်းသိမ်းထားချင်တယ်ဆိုရင် တရားရုံးကိုသက်တမ်းတိုးထိန်းသိမ်းခွင့်လျှောက်ထားရမယ်။ 
◦ တရားရုံးက အာမခံ ဒါမှမဟုတ် အာမခံပစ္စည်းတစ်ခုခုတောင်းပြီး ယာယီပြန်လွှတ်ပေးဖို့ အမိန့်ချနိုင်တယ်။ 
• မိသားစုနဲ့အတူလိုက်ပါနေထိုင်ခွင့်
◦ ထိုင်းနိုင်ငံသားအုပ်ထိန်းသူ၊ အိမ်ထောင်ဖက်၊ သားသမီးရှိသူတွေပဲ ထိုင်းနိုင်ငံမှာ မိသားစုနဲ့အတူလိုက်ပါနေထိုင်ခွင့် ရှိပါတယ်။","• အထောက်ထားမှန်ကိုကိုင်ထားပေမဲ့ အလုပ်ရှင်က သတင်းပို့စရာမလိုဘူး၊ အဆင်ပြေအောင်ညှိပေးမယ်လို့ပြောပြီး လစဉ်ကြေးကောက်နေတာတွေ လုပ်လို့မရပါဘူး။ 
• အလုပ်ပြောင်းမယ်ဆိုရင် ဥပဒေနဲ့အညီ မှန်မှန်ကန်ကန်ပြောင်းရပါမယ်။ အထောက်ထားမခိုင်ဘဲ အလုပ်သွားလုပ်တာက ဥပဒေချိုးဖောက်ရာကျနိုင်ပါတယ်။ 
• အလုပ်ပြောင်းတာ၊ အလုပ်ထွက်တာနဲ့ အလုပ်ခွင်ပြင်ပသွားလာတာဖို့ လွတ်လပ်ခွင့်ရှိပါတယ်။
• အလုပ်ရှင်ကအထောက်အထားကိုယူထားမယ်ဆိုရင် မိတ္တူပဲကူးခွင့်ရှိပါတယ်။ 
• သက်ဆိုင်ရာတာဝန်ရှိသူတွေက ဥပဒေရဲ့ လုပ်ထုံးလုပ်နည်းတွေ၊ တားမြစ်ချက်တွေကိုမလိုက်နာတာနဲ့ ကိုယ့်ကို ဥပဒေချိုးဖောက်တယ်ဆိုပြီး မှားယွင်းစွပ်စွဲခံရတာတွေက လူဝင်မှုကြီးကြပ်ရေးဥပဒေကို ချိုးဖောက်တာဖြစ်         
  နိုင်ပါတယ်။ 
• ကိုယ်ကိုသူတို့က ဥပဒေကိုချိုးဖောက်တဲ့စရိုက်လက္ခဏာတွေရှိတယ်လို့ မတရားစွပ်စွဲနိုင်ပါတယ်။ 
  ◦ ဥပဒေအရတားမြစ်ထားတာတွေကို ဥပဒေမှာရှင်းရှင်းလင်းလင်းဖော်ပြထားပြီးသားပါ။ ဥပမာ- သင့်တော်တဲ့ခရီးသွားလာခွင့်အထောက်အထားမပြည့်စုံတာ၊ အလုပ်လုပ်ဖို့ ခွင့်ပြုချက်မရှိဘဲ နိုင်ငံထဲဝင်လာတာ၊ လူတွေကို  
    အန္တရာယ် ဒါမှမဟုတ် ခြိမ်းခြောက်မှုဖြစ်စေနိုင်တဲ့ကိစ္စတွေမှာ ပါဝင်တာ၊ ရာဇဝတ်မှတ်တမ်းရှိတာ စတဲ့အချက်တွေပေါ့။ 
  ◦ ကိုယ့်မှာ အပြစ်ကင်းပြီး တရားဝင်အထောက်အထားပြည့်စုံပေမဲ့ မတရားစွပ်စွဲတားမြစ်ပိတ်ပင်ခံရရင် အဲ့တာမတရားမှုအဖြစ် သတ်မှတ်လို့ရပါတယ်။
• ရက်ကျော်ထိန်းသိမ်းခံရခြင်း
  ◦ ပုဒ်မ ၂၅အရ ဖမ်းဆီးထားတဲ့ နိုင်ငံခြားသားတွေကို တာဝန်ရှိသူတွေက ထိန်းသိမ်းခွင့်အာဏာရှိပါတယ်။ 
  ◦ တကယ်လို့ ဥပဒေကသတ်မှတ်ထားတဲ့ ထိန်းသိမ်းခွင့်ကာလကျော်နေပြီဆိုရင် (ပုံမှန်အားဖြင့် ထိန်းသိမ်းကာလကို သတ်မှတ်ထားလေ့ရှိပါတယ်) ထိန်းသိမ်းချိန်ကျော်ပြီးဆက်ထိန်းထားတာက ဥပဒေကိုချိုးဖောက်ရာကျပါ  
    တယ်။ 
• အထောက်ထားစုံပေမဲ့ အလုပ်လုပ်ခွင့်မပေးခြင်း
  ◦ ညွှန်ချုပ် သို့မဟုတ် တာဝန်ရှိသူတွေဆီက ခွင့်ပြုချက်နဲ့ယာယီနေထိုင်ခွင့်လည်းရထားတဲ့ နိုင်ငံခြားသားတွေဟာ ဆိုင်ရာအလုပ်သမားဥပဒေတွေကိုလိုက်နာမယ်ဆိုရင် သက်မွေးအလုပ်၊ အခကြေးငွေယူပြီးလုပ်တဲ့အလုပ်
    တွေကို လုပ်ကိုင်နိုင်ပါတယ်။ 
  ◦ တကယ်လို့ ကိုယ့်မှာအထောက်အထားပြည့်စုံရဲ့သားနဲ့ အလုပ်လုပ်ခွင့်ကန့်သတ်ခံထားရတယ်ဆိုရင် ဒါဟာ စုံစမ်းစစ်ဆေးရမယ့်ကိစ္စတစ်ခုဖြစ်နိုင်ပါတယ်။
• အယူခံဝင်ခွင့်ကိုမပြောပြခြင်း
  ◦ အကယ်၍ ယာယီနေထိုင်ခွင့်ရုတ်သိမ်းခံရတယ်ဆိုရင် ကော်မတီမှာအယူခံဝင်ခွင့်ရှိကြောင်း ကိုယ့်ကိုအသိပေးကြရမှာဖြစ်ပါတယ်။
  ◦ အယူခံဝင်ခွင့် ဒါမှမဟုတ် အယူခံဝင်ခွင့်လုပ်ငန်းစဉ်ကို အသိမပေးဘဲအမိန့်ချခံရတယ်ဆိုရင် ဒါက လုပ်ထုံးလုပ်နည်းဆိုင်ရာတာဝန်လစ်ဟင်းမှုဖြစ်နိုင်ပါတယ်။","• အလုပ်ရှင်က ကိုယ့်ရဲ့အထောက်အထားတွေကို သိမ်းယူထားတယ်ဆိုရင်
  ◦ ရာဇဝတ်မှုနဲ့တရားစွဲဖို့ ရဲစခန်းမှာအမှုဖွင့်ပါ။
  ◦ သက်ဆိုင်ရာခရိုင်အလုပ်သမားဝန်ကြီးဌာနရုံးကိုအကြောင်းကြားပါ။
  ◦ အလုပ်သမားကာကွယ်ရေးကွန်ရက် (LPN)  ကိုဆက်သွယ်ပါ။
• တကယ်လို့အထောက်ထားတွေပျောက်သွားတယ်ဆိုရင်
  ◦ ယာယီနိုင်ငံကူးလက်မှတ်အစားထိုးသုံးဖို့ ရဲစခန်းမှာပျောက်ဆုံးကြောင်းတိုင်ကြားပြီး ပျောက်ဆုံးကြောင်းထောက်ခံစာယူထားပါ။
  ◦ ရဲစခန်းကပျောက်ဆုံးကြောင်းထောက်ခံစာရလာလို့ရှိရင် အသစ်ထပ်လျှောက်ဖို့ သံရုံးကိုသွားပါ။",https://www.ratchakitcha.soc.go.th/DATA/PDF/2522/A/028/45.PDF,
အထောက်ထားတွေနဲ့ ခရီးသွားလာခြင်း,အထောက်ထားကတ်တွေ၊ နိုင်ငံကူးလက်မှတ်တွေကို ဘယ်လိုသက်တမ်းတိုးရမလဲ,နိုင်ငံခြားသားအလုပ်သမား စီမံခန့်ခွဲမှုအက်ဥပဒေ ထိုင်းနှစ် ၂၅၆၀ (၂၀၁၇) အရ နိုင်ငံခြားသားအလုပ်သမားတွေဟာ အလုပ်လုပ်ခွင့်လက်မှတ် (Work Permit) ရှိရပါမယ်။ လုပ်ခွင့်မရှိတဲ့အလုပ်အမျိုးအစား ၄၀ ရှိပြီး ခွင့်ပြုထားတဲ့အလုပ်အပြင် အခြားအလုပ်တွေလုပ်ခွင့်မရှိပါဘူး။ ဖောက်ဖျက်ကျူးလွန်ရင် ဒဏ်ငွေ သို့မဟုတ် ထောင်ဒဏ်ကျခံနိုင်တဲ့အပြင် အလုပ်ခန့်တဲ့အလုပ်ရှင်တွေပါ အပြစ်ရှိပါတယ်။,"• အလုပ်လုပ်ခွင့်လက်မှတ်ရှိရမယ်
    ◦ ကိုယ်လုပ်မယ့်အလုပ်က တားမြစ်ထားတဲ့အလုပ်မဖြစ်ရပါဘူး။ အလုပ်မလုပ်ခင် တာဝန်ရှိသူတွေဆီက အလုပ်လုပ်ခွင့်လက်မှတ်အရင်ရထားရပါမယ်။ အဲ့ဒီလက်မှတ်က ၂နှစ်သက်တမ်းသာရှိရပါမယ်။ 
• အရေးကြီးအထောက်အထားတွေကို အဓမ္မသိမ်းထားခွင့်မရှိဘူး
    ◦ ကိုယ့်ရဲ့အထောက်အထား၊ အလုပ်လုပ်ခွင့်လက်မှတ်စတာတွေကို ဘယ်သူမှ အဓမ္မသိမ်းထားခွင့်မရှိပါဘူး။ ဒီအချက်ကိုချိုးဖောက်တဲ့ဘယ်သူမဆို ထောင်ဒဏ် ဒါမှမဟုတ် အမှုကြီးကြီးတပ်ခံရမှာဖြစ်ပါတယ်။ 
• အခကြေးငွေမတောင်းရ
   ◦ ထိုင်းနိုင်ငံသို့အလုပ်သမားပို့ခွင့်ရတဲ့ အလုပ်ကိုင်ရှာဖွေရေးအေဂျင်စီတွေဟာ အလုပ်ရှာပေးတဲ့ကိစ္စအတွက် ငွေတောင်းတာ၊ ငွေလက်ခံတာတွေလုပ်လို့မရတဲ့အပြင် တခြားကိုယ့်ပစ္စည်းတစ်ခုခုပဲဖြစ်ဖြစ် ဘာမှပေးစရာမလိုပါဘူး။ 
   ◦ ကိုယ့်ကိုအလုပ်ခန့်တဲ့အလုပ်ရှင်ကလည်း အလုပ်ခန့်တဲ့ကိစ္စနဲ့ပတ်သက်ပြီး ငွေကြေး ဒါမှမဟုတ် တခြားဘာတစ်ခုခုမှ တောင်းတာတွေ၊ လက်ခံတာတွေ လုပ်လို့မရပါဘူး။ 
• ခေါင်းပုံဖြတ်ခံရရင် အကူညီတောင်းခွင့်
   ◦ အလုပ်သမားဥပဒေမှာပါတဲ့ကိုယ့်အခွင့်အရေးတွေကို အလုပ်ရှင်ကချိုးဖောက်တယ်ဆိုရင် “ရန်ပုံငွေအဖွဲ့”ဆီက အကူညီရယူခွင့်ရှိပါတယ်။ 
• အာမခံငွေပြန်ထုတ်ခွင့်
   ◦ တကယ်လို့ ကိုယ်က ထိုင်းနှစ် ၂၅၅၁ (၂၀၀၈) ခုနှစ်ဥပဒေဟောင်းအရ အလုပ်သမားရန်ပုံငွေထည့်ဖို့ လစာဖြတ်ခံရပြီး ကိုယ့်စားရိတ်နဲ့ကိုယ် မိခင်နိုင်ငံကိုပြန်မယ်ဆိုရင် ထိုင်းနိုင်ငံကထွက်တဲ့နေ့ကစပြီး ၂ နှစ်အတွင်း အဲ့ဒီငွေတွေကို ပြန်တောင်းပိုင်ခွင့်ရှိပါတယ်။
• နစ်နာကြေးတောင်းခွင့်
  ◦ အလုပ်ရှင် ဒါမှမဟုတ် အလုပ်ရှာပေးတဲ့ကုမ္ပဏီက သူတို့တာဝန်တွေပျက်ကွက်လို့ ကိုယ်ကထိခိုက်နစ်နာရရင် (ဥပမာ ကိုယ့်ကိုမိခင်နိုင်ငံဆီပြန်မပို့ပေးတာမျိုး) သူတို့ကို သွင်းထားရတဲ့အာမခံငွေထဲက နစ်နာကြေးထုတ်ဖို့အတွက် ဆိုင်ရာတာဝန်ရှိသူ (ညွှန်ချုပ်) ဆီမှာ အရေးဆိုတင်သွင်းနိုင်ပါတယ်။ 
• အခြေအနေအရ အလုပ်ပြောင်းရွေ့နိုင်မှု
  ◦ တကယ်လို့အလုပ်ရှင်က အကြောင်းပြချက်မရေရာဘဲ အလုပ်ထုတ်တာ၊ အလုပ်ရှင်ကအလုပ်ကိုဆက်မလုပ်နိုင်တော့တာ ဒါမှမဟုတ် အလုပ်ခန့်စာချုပ်ကိုအလုပ်ရှင်ကိုယ်တိုင်ချိုးဖောက်တာတွေဖြစ်လို့ ကိုယ်ကအလုပ်ထွက်လိုက်တယ်ဆိုရင် အလုပ်အသစ်ကိုပြောင်းလုပ်နိုင်ပါတယ်။ ဒါပေမဲ့ အလုပ်ဟောင်းကနေထွက်ပြီး ၁၅ရက်အတွင်း အလုပ်အသစ်မှာဝင်လုပ်ရပါမယ်။","• အလုပ်လုပ်ခွင့်လက်မှတ် ရှိကိုရှိရပါမယ်
    ◦ အလုပ်ရှင် ဒါမှမဟုတ် သက်ဆိုင်ရာတစ်စုံတစ်ယောက်က ကိုယ့်ရဲ့ အလုပ်လုပ်ခွင့်လက်မှတ်၊ အရေးကြီးတဲ့ ကိုယ်ရေးကိုယ်တာအထောက်ထားတွေကို အဓမ္မသိမ်းထားမယ်ဆိုရင် 
    ◦၆လထက်မပိုတဲ့ထောင်ဒဏ် ဒါမှမဟုတ် ဘတ် ၁၀၀,၀၀၀ ထက်မပိုတဲ့ဒဏ်ငွေ ဒါမှမဟုတ် ပြစ်ဒဏ်နှစ်ရပ်လုံး ကျခံရမှာပါ။
• ဥပဒေမဲ့ ငွေတောင်းခံရရင်
   ◦ အလုပ်ရှင် ဒါမှမဟုတ် အလုပ်ရှာပေးတဲ့ကုမ္ပဏီက ကိုယ့်ဆီကနေ ငွေကြေး ဒါမှမဟုတ် ကိုယ်ပိုင်တဲ့ပစ္စည်းတစ်ခုခုတောင်းတာမျိုးကို ဆိုလိုပါတယ်။ 
ကြီးလေးတဲ့ပြစ်ဒဏ်အနေနဲ့ 
   ◦ ထောင် ၆လကနေ ၁နှစ်ထိ သတ်မှတ်နိုင်ပြီး တောင်းခဲ့တဲ့ငွေပမာဏထက်အဆပေါင်းများစွာ ဒဏ်ငွေတပ်ခံရမှာဖြစ်ပါတယ်။ 
• သတ်မှတ်ချက်နဲ့မညီတဲ့အလုပ်တွေလုပ်ရင်
  ◦ အလုပ်လုပ်ခွင့်လက်မှတ်မှာဖော်ပြတားတဲ့ အလုပ်အမျိုးအစား၊ အလုပ်ရှင်(သူဌေး)၊ လုပ်ငန်းနေရာ ဒါမှမဟုတ် အခြေနေမတူတဲ့ တခြားအလုပ်တွေကို တာဝန်ရှိသူတွေဆီက ခွင့်ပြုချက်မရဘဲလုပ်ခိုင်းခံရရင်
  ◦ ဘတ် ၁၀၀,၀၀၀ ထက်မပိုတဲ့ငွေဒဏ်တပ်ခံရမှာပါ။
• အလုပ်လုပ်ခွင့်လက်မှတ်မရှိဘဲ အလုပ်လုပ်ရင်
   ◦ ကိုယ်ကအလုပ်လုပ်ခွင့်လက်မှတ်မရှိဘဲအလုပ်လုပ်တာ ဒါမှမဟုတ် ဝန်ကြီးဌာနက နိုင်ငံခြားသားတွေလုပ်ခွင့်မပြုတဲ့အလုပ်အမျိုးအစားတွေကို လုပ်ကိုင်ရင်             
   ◦ ဘတ် ၁၀၀,၀၀၀ ထက်မပိုတဲ့ ငွေဒဏ်တပ်ခံရပါမယ်။
• အလိမ်ခံရရင်
   ◦ တစ်ယောက်ယောက်က ကိုယ့်ကို အလုပ်ပေးမယ် သို့မဟုတ် အလုပ်ရှာပေးမယ်ပြောပြီး ငွေနဲ့တခြားဟာတွေလိမ်သွားလို့ရှိရင် 
   ◦ လိမ်ခံရတဲ့အလုပ်သမားတစ်ယောက်ကို ဘတ် ၆၀၀,၀၀၀ ဒါမှမဟုတ် ဘတ် ၁,၀၀၀,၀၀၀ထိဖြစ်စေ၊ ထောင်ဒဏ် ၃နှစ်က ၁၀နှစ်ထိဖြစ်စေ ဒဏ်နှစ်ခုလုံးကိုဖြစ်စေ ကျခံရပါမယ်။","• ကိုယ့်ကိုယ်ကိုနဲ့အထောက်အထားတွေကို ဂရုစိုက်မယ်
      ◦ ကိုယ့်အထောက်အထားတွေကို အမြဲဆောင်ထားပါ။ အလုပ်လုပ်ခွင့်လက်မှတ်က အလုပ်လုပ်တဲ့နေရာမှာ ဒါမှမဟုတ် ကိုယ်နဲ့မကွာ ရှိနေရမှာဖြစ်ပြီး တာဝန်ရှိသူတွေစစ်ဆေးရင် ချက်ချင်းထုတ်ပြနိုင်ရပါမယ်။ တကယ်လို့မထုတ်ပြနိုင်ရင် ဘတ် ၁၀,၀၀၀ ထက်မပိုတဲ့ ငွေဒဏ် ချမှတ်ခံရပါမယ်။ 
     ◦ ကိုယ့်ရဲ့အလုပ်လုပ်ခွင့်လက်မှတ် ပျောက်ဆုံး၊ ပျက်စီးတာသိရင် သိသိချင်း ၁၅ရက်အတွင်း လက်မှတ်နောက်တစ်ခုပြန်ရဖို့ မဖြစ်မနေ လျှောက်ထားရမှာ ဖြစ်ပါတယ်။  
     ◦ တကယ်လို့ ကိုယ်ကအလုပ်၊ အလုပ်ရှင်သူဌေး၊ အလုပ်နေရာပြောင်းချင်တယ်ဆိုရင် ကိုယ်လိုချင်တဲ့ အလုပ်၊ အလုပ်ရှင်၊ အလုပ်နေရာ ဒါမှမဟုတ် အလုပ်အခြေအနေမပြောင်းခင်မှာ တာဝန်ရှိသူတွေဆီက ခွင့်ပြုချက်ရရှိဖို့ မဖြစ်မနေလိုအပ်ပါတယ်။
• အခွင့်အရေးရယူခြင်းနဲ့ တရားရင်ဆိုင်ခြင်း
     ◦ အလုပ်ရှင်၊ အလုပ်ကိုင်ရှာဖွေရေးကုမ္ပဏီဆီက အာမခံငွေတောင်းခံခြင်း -  အလုပ်ရှင် ဒါမှမဟုတ် အလုပ်ကိုင်ကုမ္ပဏီတွေက ကိုယ့်ကို မိခင်နိုင်ငံပြန်မပို့တာတွေ နဲ့ တခြားဥပဒေချိုးဖောက် တာတွေလုပ်လာလို့ရှိရင် ကိုယ်ထည့်ထားတဲ့ အာမခံငွေတွေထဲက နစ်နာကြေးထုတ်ပေးဖို့အတွက် သက်ဆိုင်ရာတာဝန်ရှိသူ(ညွှန်ချုပ်) ဆီမှာ လျှောက်ထားလို့ရပါတယ်။ 
     ◦ ပြန်စိစစ်ပေးဖို့လျှောက်ထားပါ (အယူခံဝင်ခြင်း) - တကယ်လို့ လဝကအရာရှိက ကိုယ့်ရဲ့အလုပ်လုပ်ခွင့်လက်မှတ်ကို မတရားအမိန့်ပေး ပယ်ချတာ၊ ပယ်ဖျက်တာတွေလုပ်ခဲ့ရင် အမိန့်ရတဲ့နေ့ကစပြီး ရက် ၃၀ အတွင်း ဝန်ကြီးဆီမှာအယူခံတင်ခွင့်ရှိပါတယ်။ ဝန်ကြီးရဲ့ဆုံးဖြတ်ချက်က အတည်ဖြစ်ပါတယ်။ 
     ◦ အလုပ်သမားတရားရုံးကိုသုံးပါ - ကိုယ်ရယ်၊ သူဌေးရယ်၊ အလုပ်ကိုင်ကုမ္ပဏီရယ်ကြားက အခွင့်အရေး၊ တာဝန်နဲ့ ဆက်ဆံရေးဆိုင်ရာ ဘယ်အငြင်းပွားမှုမျိုးမဆို အလုပ်သမားရေးရာတရားရုံးရဲ့ 
     ◦ တကယ်လို့ လူကုန်ကူးခံရရင် - အလုပ်လုပ်ခွင့်လက်မှတ်မရှိဘဲအလုပ်လုပ်လို့  ပြစ်ဒဏ်ကျခံရနိုင်ပေမဲ့ လူကုန်ကူးသားကောင်ဖြစ်ခံရတဲ့နိုင်ငံခြားသားတွေအပေါ် ပြစ်ဒဏ်ကင်းလွတ်ခွင့်ရှိပါတယ်။ ဒါ့ကြောင့် လူကုန်ကူးမှုတားဆီးနှိမ်နင်းရေးဥပဒေအရ အကူညီတောင်းသင့်ပါတယ်။
• ဒီကိစ္စတွေနဲ့ပတ်သက်လို့အကူညီတောင်းချင်ရင် အလုပ်သမားကာကွယ်ရေးကွန်ရက်ဖောင်ဒေးရှင်းရုံး (LPN) ကိုဆက်သွယ်ပါ။",https://www.ratchakitcha.soc.go.th/DATA/PDF/2560/A/065/1.PDF,
